1449	0	1597
192	7	1549
1031	1	1504
1159	5	1603
243	0	1597
90	6	1507
981	1	1500
826	3	1554
818	6	1509
1262	2	1537
1121	7	1548
460	5	1605
476	5	1605
984	2	1543
51	0	1582
1297	4	1561
87	3	1551
1085	5	1603
586	5	1603
785	7	1548
750	0	1597
917	1	1500
498	3	1551
215	2	1526
1237	7	1548
1483	6	1509
1154	7	1548
290	2	1529
234	2	1526
1354	1	1502
570	0	1597
688	4	1558
100	2	1516
541	5	1603
877	3	1553
709	4	1561
1021	5	1605
1007	5	1603
628	7	1546
293	7	1548
1493	1	1504
690	2	1535
404	1	1504
1341	5	1603
41	1	1500
833	4	1558
1350	7	1548
198	4	1558
538	1	1504
442	5	1606
208	5	1603
1287	5	1605
777	4	1557
125	6	1510
939	0	1594
1095	2	1540
1327	5	1605
821	6	1510
82	4	1558
1455	6	1509
1005	7	1548
342	5	1605
1330	4	1557
961	5	1605
434	1	1500
766	2	1537
798	3	1552
1014	2	1534
1012	3	1551
1052	5	1605
79	4	1557
10	2	1543
1016	5	1606
253	7	1546
1473	2	1520
838	2	1541
305	2	1537
77	0	1565
529	6	1507
954	5	1605
658	0	1594
1363	5	1605
382	2	1513
278	5	1603
1087	4	1557
1464	1	1503
18	4	1557
569	4	1555
1389	0	1582
23	2	1536
1117	2	1527
466	2	1543
753	7	1548
520	2	1537
329	7	1548
858	6	1510
215	3	1554
199	7	1548
182	0	1597
141	1	1503
1140	4	1557
1142	5	1605
804	1	1503
1413	0	1564
471	2	1537
1468	6	1508
478	4	1555
449	3	1552
1457	5	1603
1326	7	1548
1391	3	1554
646	1	1500
847	5	1605
126	3	1551
74	5	1603
155	3	1551
1277	3	1551
675	1	1500
480	7	1547
1100	5	1605
387	0	1582
95	3	1551
1060	4	1558
969	0	1582
516	6	1509
415	7	1548
858	7	1546
15	1	1504
475	4	1561
725	3	1551
123	1	1503
90	2	1519
1312	7	1547
1434	4	1556
825	7	1548
757	2	1526
1089	0	1595
920	0	1582
885	5	1604
1281	4	1560
1024	4	1557
840	2	1516
721	0	1582
1355	6	1507
1359	3	1551
239	5	1604
1361	3	1553
931	0	1582
740	5	1605
609	4	1561
439	3	1551
679	5	1603
522	2	1516
1148	3	1554
1198	0	1586
1311	1	1500
1219	5	1605
1302	2	1525
226	7	1548
677	6	1509
1182	3	1554
247	2	1528
429	1	1500
546	6	1508
1251	7	1547
683	0	1597
1141	2	1523
588	7	1548
1499	7	1548
717	1	1501
794	4	1557
604	7	1548
1482	4	1555
720	3	1551
429	0	1582
1339	6	1507
884	2	1540
696	2	1521
862	3	1554
94	5	1603
459	4	1557
834	2	1537
1295	0	1582
583	5	1605
855	5	1605
833	0	1595
580	0	1590
998	6	1509
463	3	1553
209	5	1605
384	1	1504
184	6	1507
409	2	1516
1178	2	1514
1197	7	1548
435	6	1509
1208	2	1537
262	0	1582
802	6	1509
1216	0	1582
157	5	1603
523	7	1547
888	0	1569
1357	6	1508
961	0	1582
1138	0	1573
1039	4	1560
676	4	1559
355	2	1540
83	3	1551
687	5	1598
364	7	1549
1219	4	1561
508	7	1548
322	2	1521
1056	4	1558
1173	7	1547
857	5	1604
1448	0	1582
82	3	1554
85	6	1508
600	7	1548
1414	5	1603
1171	5	1604
352	0	1565
1179	3	1554
240	5	1605
1345	1	1504
968	0	1582
881	3	1552
736	2	1537
582	2	1513
154	5	1603
1027	0	1593
728	7	1548
899	2	1514
941	7	1549
656	0	1593
334	1	1503
454	0	1582
257	5	1603
51	7	1548
1387	5	1603
457	1	1504
1439	5	1605
379	2	1520
253	0	1587
1188	7	1548
1165	3	1551
30	4	1561
1134	4	1557
885	4	1557
432	2	1521
505	7	1548
757	7	1546
447	7	1548
955	4	1557
207	6	1507
330	3	1551
516	3	1551
838	3	1554
1274	7	1548
1145	7	1547
